"model_forecast_date","commodity","futures_model_type","futures_exchange","marketing_year","MYA_price_model_forecast","MYA_price_WASDE_forecast","WASDE_forecast_date","target_price","national_loan_rate","direct_payment_rate","reference_price","CCP_effective_price_model_forecast","CCP_rate_model_forecast","CCP_effective_price_WASDE_forecast","CCP_rate_WASDE_forecast","historical_MYA_price_year1","historical_MYA_price_year2","historical_MYA_price_year3","historical_MYA_price_year4","historical_MYA_price_year5","historical_MYA_5year_range","historical_MYA_price_5year_Olympic_average","effective_reference_price","effective_price_model_forecast","PLC_payment_rate_model_forecast","effective_price_WASDE_forecast","PLC_payment_rate_WASDE_forecast","maximum_PLC_payment_rate","ARC_annual_benchmark_price_year1","ARC_annual_benchmark_price_year2","ARC_annual_benchmark_price_year3","ARC_annual_benchmark_price_year4","ARC_annual_benchmark_price_year5","ARC_annual_benchmark_price_5year_range","ARC_CO_benchmark_price","ARC_CO_price_model_forecast","ARC_CO_price_WASDE_forecast","ARC_IC_price_model_forecast","ARC_IC_price_WASDE_forecast","actual_MYA_price","price_unit"
2003-08-07,"Soybeans","Single contract","CBOT",2002,5.500037,5.5,"7/11/2003",5.8,5,0.44,NA,5.940037,0,5.94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.53,"U.S. dollars per bushel"
2003-08-07,"Soybeans","Single contract","CBOT",2003,5.023348,4.85,"7/11/2003",5.8,5,0.44,NA,5.463348,0.336652,5.44,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.34,"U.S. dollars per bushel"
2003-08-07,"Wheat","Single contract","CBOT",2003,3.522718,3.1,"7/11/2003",3.86,2.8,0.52,NA,4.042718,0,3.62,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,"U.S. dollars per bushel"
2003-08-14,"Corn","Single contract","CBOT",2002,2.290992,2.3,"8/12/2003",2.6,1.98,0.28,NA,2.570992,0.029008,2.58,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32,"U.S. dollars per bushel"
2003-08-14,"Corn","Single contract","CBOT",2003,2.15032,2.2,"8/12/2003",2.6,1.98,0.28,NA,2.43032,0.16968,2.48,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,"U.S. dollars per bushel"
2003-08-14,"Soybeans","Single contract","CBOT",2002,5.517262,5.5,"8/12/2003",5.8,5,0.44,NA,5.957262,0,5.94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.53,"U.S. dollars per bushel"
2003-08-14,"Soybeans","Single contract","CBOT",2003,5.30149,5.05,"8/12/2003",5.8,5,0.44,NA,5.74149,0.05851,5.49,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.34,"U.S. dollars per bushel"
2003-08-14,"Wheat","Single contract","CBOT",2003,3.592823,3.4,"8/12/2003",3.86,2.8,0.52,NA,4.112823,0,3.92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,"U.S. dollars per bushel"
2003-08-21,"Corn","Single contract","CBOT",2002,2.294736,2.3,"8/12/2003",2.6,1.98,0.28,NA,2.574736,0.025264,2.58,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32,"U.S. dollars per bushel"
2003-08-21,"Corn","Single contract","CBOT",2003,2.160459,2.2,"8/12/2003",2.6,1.98,0.28,NA,2.440459,0.159541,2.48,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,"U.S. dollars per bushel"
2003-08-21,"Soybeans","Single contract","CBOT",2002,5.53144,5.5,"8/12/2003",5.8,5,0.44,NA,5.97144,0,5.94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.53,"U.S. dollars per bushel"
2003-08-21,"Soybeans","Single contract","CBOT",2003,5.559808,5.05,"8/12/2003",5.8,5,0.44,NA,5.999808,0,5.49,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.34,"U.S. dollars per bushel"
2003-08-21,"Wheat","Single contract","CBOT",2003,3.55757,3.4,"8/12/2003",3.86,2.8,0.52,NA,4.07757,0,3.92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,"U.S. dollars per bushel"
2003-08-28,"Corn","Single contract","CBOT",2002,2.299312,2.3,"8/12/2003",2.6,1.98,0.28,NA,2.579312,0.020688,2.58,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32,"U.S. dollars per bushel"
2003-08-28,"Corn","Single contract","CBOT",2003,2.217516,2.2,"8/12/2003",2.6,1.98,0.28,NA,2.497516,0.102484,2.48,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,"U.S. dollars per bushel"
2003-08-28,"Soybeans","Single contract","CBOT",2002,5.5378,5.5,"8/12/2003",5.8,5,0.44,NA,5.9778,0,5.94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.53,"U.S. dollars per bushel"
2003-08-28,"Soybeans","Single contract","CBOT",2003,5.618547,5.05,"8/12/2003",5.8,5,0.44,NA,6.058547,0,5.49,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.34,"U.S. dollars per bushel"
2003-08-28,"Wheat","Single contract","CBOT",2003,3.526938,3.4,"8/12/2003",3.86,2.8,0.52,NA,4.046938,0,3.92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,"U.S. dollars per bushel"
2003-09-04,"Corn","Single contract","CBOT",2002,2.312164,2.3,"8/12/2003",2.6,1.98,0.28,NA,2.592164,0.007836,2.58,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32,"U.S. dollars per bushel"
2003-09-04,"Corn","Single contract","CBOT",2003,2.287266,2.2,"8/12/2003",2.6,1.98,0.28,NA,2.567266,0.032734,2.48,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,"U.S. dollars per bushel"
2003-09-04,"Soybeans","Single contract","CBOT",2002,5.523926,5.5,"8/12/2003",5.8,5,0.44,NA,5.963926,0,5.94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.53,"U.S. dollars per bushel"
2003-09-04,"Soybeans","Single contract","CBOT",2003,5.625079,5.05,"8/12/2003",5.8,5,0.44,NA,6.065079,0,5.49,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.34,"U.S. dollars per bushel"
2003-09-04,"Wheat","Single contract","CBOT",2003,3.496883,3.4,"8/12/2003",3.86,2.8,0.52,NA,4.016883,0,3.92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,"U.S. dollars per bushel"
2003-09-11,"Corn","Single contract","CBOT",2002,2.312164,2.3,"9/11/2003",2.6,1.98,0.28,NA,2.592164,0.007836,2.58,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32,"U.S. dollars per bushel"
2003-09-11,"Corn","Single contract","CBOT",2003,2.178991,2.3,"9/11/2003",2.6,1.98,0.28,NA,2.458991,0.141009,2.58,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,"U.S. dollars per bushel"
2003-09-11,"Soybeans","Single contract","CBOT",2002,5.523926,5.5,"9/11/2003",5.8,5,0.44,NA,5.963926,0,5.94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.53,"U.S. dollars per bushel"
2003-09-11,"Soybeans","Single contract","CBOT",2003,5.858166,5.7,"9/11/2003",5.8,5,0.44,NA,6.298166,0,6.14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.34,"U.S. dollars per bushel"
2003-09-11,"Wheat","Single contract","CBOT",2003,3.420468,3.3,"9/11/2003",3.86,2.8,0.52,NA,3.940468,0,3.82,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,"U.S. dollars per bushel"
2003-09-18,"Corn","Single contract","CBOT",2002,2.312164,2.3,"9/11/2003",2.6,1.98,0.28,NA,2.592164,0.007836,2.58,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32,"U.S. dollars per bushel"
2003-09-18,"Corn","Single contract","CBOT",2003,2.098377,2.3,"9/11/2003",2.6,1.98,0.28,NA,2.378377,0.221623,2.58,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,"U.S. dollars per bushel"
2003-09-18,"Soybeans","Single contract","CBOT",2002,5.523926,5.5,"9/11/2003",5.8,5,0.44,NA,5.963926,0,5.94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.53,"U.S. dollars per bushel"
2003-09-18,"Soybeans","Single contract","CBOT",2003,5.984338,5.7,"9/11/2003",5.8,5,0.44,NA,6.424338,0,6.14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.34,"U.S. dollars per bushel"
2003-09-18,"Wheat","Single contract","CBOT",2003,3.366106,3.3,"9/11/2003",3.86,2.8,0.52,NA,3.886106,0,3.82,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,"U.S. dollars per bushel"
2003-09-25,"Corn","Single contract","CBOT",2002,2.312164,2.3,"9/11/2003",2.6,1.98,0.28,NA,2.592164,0.007836,2.58,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32,"U.S. dollars per bushel"
2003-09-25,"Corn","Single contract","CBOT",2003,2.120094,2.3,"9/11/2003",2.6,1.98,0.28,NA,2.400094,0.199906,2.58,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,"U.S. dollars per bushel"
2003-09-25,"Soybeans","Single contract","CBOT",2002,5.523926,5.5,"9/11/2003",5.8,5,0.44,NA,5.963926,0,5.94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.53,"U.S. dollars per bushel"
2003-09-25,"Soybeans","Single contract","CBOT",2003,6.222007,5.7,"9/11/2003",5.8,5,0.44,NA,6.662007,0,6.14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.34,"U.S. dollars per bushel"
2003-09-25,"Wheat","Single contract","CBOT",2003,3.475333,3.3,"9/11/2003",3.86,2.8,0.52,NA,3.995333,0,3.82,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,"U.S. dollars per bushel"
2003-10-02,"Corn","Single contract","CBOT",2003,2.106494,2.3,"9/11/2003",2.6,1.98,0.28,NA,2.386494,0.213506,2.58,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,"U.S. dollars per bushel"
2003-10-02,"Soybeans","Single contract","CBOT",2003,6.568941,5.7,"9/11/2003",5.8,5,0.44,NA,7.008941,0,6.14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.34,"U.S. dollars per bushel"
2003-10-02,"Wheat","Single contract","CBOT",2003,3.441515,3.3,"9/11/2003",3.86,2.8,0.52,NA,3.961515,0,3.82,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,"U.S. dollars per bushel"
2003-10-09,"Corn","Single contract","CBOT",2003,2.11464,2.3,"9/11/2003",2.6,1.98,0.28,NA,2.39464,0.20536,2.58,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,"U.S. dollars per bushel"
2003-10-09,"Soybeans","Single contract","CBOT",2003,6.515053,5.7,"9/11/2003",5.8,5,0.44,NA,6.955053,0,6.14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.34,"U.S. dollars per bushel"
2003-10-09,"Wheat","Single contract","CBOT",2003,3.303202,3.3,"9/11/2003",3.86,2.8,0.52,NA,3.823202,0.036798,3.82,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,"U.S. dollars per bushel"
2003-10-16,"Corn","Single contract","CBOT",2003,2.050622,2.1,"10/10/2003",2.6,1.98,0.28,NA,2.330622,0.269378,2.38,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,"U.S. dollars per bushel"
2003-10-16,"Soybeans","Single contract","CBOT",2003,6.655451,6.5,"10/10/2003",5.8,5,0.44,NA,7.095451,0,6.94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.34,"U.S. dollars per bushel"
2003-10-16,"Wheat","Single contract","CBOT",2003,3.341553,3.25,"10/10/2003",3.86,2.8,0.52,NA,3.861553,0,3.77,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,"U.S. dollars per bushel"
2003-10-23,"Corn","Single contract","CBOT",2003,2.21278,2.1,"10/10/2003",2.6,1.98,0.28,NA,2.49278,0.10722,2.38,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,"U.S. dollars per bushel"
2003-10-23,"Soybeans","Single contract","CBOT",2003,6.997486,6.5,"10/10/2003",5.8,5,0.44,NA,7.437486,0,6.94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.34,"U.S. dollars per bushel"
2003-10-23,"Wheat","Single contract","CBOT",2003,3.482307,3.25,"10/10/2003",3.86,2.8,0.52,NA,4.002307,0,3.77,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,"U.S. dollars per bushel"
2003-10-30,"Corn","Single contract","CBOT",2003,2.318692,2.1,"10/10/2003",2.6,1.98,0.28,NA,2.598692,0.001308,2.38,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,"U.S. dollars per bushel"
2003-10-30,"Soybeans","Single contract","CBOT",2003,7.358355,6.5,"10/10/2003",5.8,5,0.44,NA,7.798355,0,6.94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.34,"U.S. dollars per bushel"
2003-10-30,"Wheat","Single contract","CBOT",2003,3.483149,3.25,"10/10/2003",3.86,2.8,0.52,NA,4.003149,0,3.77,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,"U.S. dollars per bushel"
2003-11-06,"Corn","Single contract","CBOT",2003,2.207775,2.1,"10/10/2003",2.6,1.98,0.28,NA,2.487775,0.112225,2.38,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,"U.S. dollars per bushel"
2003-11-06,"Soybeans","Single contract","CBOT",2003,7.053944,6.5,"10/10/2003",5.8,5,0.44,NA,7.493944,0,6.94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.34,"U.S. dollars per bushel"
2003-11-06,"Wheat","Single contract","CBOT",2003,3.490232,3.25,"10/10/2003",3.86,2.8,0.52,NA,4.010232,0,3.77,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,"U.S. dollars per bushel"
2003-11-13,"Corn","Single contract","CBOT",2003,2.25699,2.1,"11/12/2003",2.6,1.98,0.28,NA,2.53699,0.06301,2.38,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,"U.S. dollars per bushel"
2003-11-13,"Soybeans","Single contract","CBOT",2003,7.084318,7.1,"11/12/2003",5.8,5,0.44,NA,7.524318,0,7.54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.34,"U.S. dollars per bushel"
2003-11-13,"Wheat","Single contract","CBOT",2003,3.607538,3.25,"11/12/2003",3.86,2.8,0.52,NA,4.127538,0,3.77,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,"U.S. dollars per bushel"
2003-11-20,"Corn","Single contract","CBOT",2003,2.212023,2.1,"11/12/2003",2.6,1.98,0.28,NA,2.492023,0.107977,2.38,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,"U.S. dollars per bushel"
2003-11-20,"Soybeans","Single contract","CBOT",2003,7.019303,7.1,"11/12/2003",5.8,5,0.44,NA,7.459303,0,7.54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.34,"U.S. dollars per bushel"
2003-11-20,"Wheat","Single contract","CBOT",2003,3.484537,3.25,"11/12/2003",3.86,2.8,0.52,NA,4.004537,0,3.77,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,"U.S. dollars per bushel"
2003-11-27,"Corn","Single contract","CBOT",2003,2.255437,2.1,"11/12/2003",2.6,1.98,0.28,NA,2.535437,0.064563,2.38,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,"U.S. dollars per bushel"
2003-11-27,"Soybeans","Single contract","CBOT",2003,6.95203,7.1,"11/12/2003",5.8,5,0.44,NA,7.39203,0,7.54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.34,"U.S. dollars per bushel"
2003-11-27,"Wheat","Single contract","CBOT",2003,3.531401,3.25,"11/12/2003",3.86,2.8,0.52,NA,4.051401,0,3.77,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,"U.S. dollars per bushel"
2003-12-04,"Corn","Single contract","CBOT",2003,2.284916,2.1,"11/12/2003",2.6,1.98,0.28,NA,2.564916,0.035084,2.38,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,"U.S. dollars per bushel"
2003-12-04,"Soybeans","Single contract","CBOT",2003,7.05264,7.1,"11/12/2003",5.8,5,0.44,NA,7.49264,0,7.54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.34,"U.S. dollars per bushel"
2003-12-04,"Wheat","Single contract","CBOT",2003,3.576418,3.25,"11/12/2003",3.86,2.8,0.52,NA,4.096418,0,3.77,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,"U.S. dollars per bushel"
2003-12-11,"Corn","Single contract","CBOT",2003,2.292526,2.2,"12/11/2003",2.6,1.98,0.28,NA,2.572526,0.027474,2.48,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,"U.S. dollars per bushel"
2003-12-11,"Soybeans","Single contract","CBOT",2003,7.074597,7.25,"12/11/2003",5.8,5,0.44,NA,7.514597,0,7.69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.34,"U.S. dollars per bushel"
2003-12-11,"Wheat","Single contract","CBOT",2003,3.50601,3.3,"12/11/2003",3.86,2.8,0.52,NA,4.02601,0,3.82,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,"U.S. dollars per bushel"
2003-12-18,"Corn","Single contract","CBOT",2003,2.288097,2.2,"12/11/2003",2.6,1.98,0.28,NA,2.568097,0.031903,2.48,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,"U.S. dollars per bushel"
2003-12-18,"Soybeans","Single contract","CBOT",2003,7.048106,7.25,"12/11/2003",5.8,5,0.44,NA,7.488106,0,7.69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.34,"U.S. dollars per bushel"
2003-12-18,"Wheat","Single contract","CBOT",2003,3.519625,3.3,"12/11/2003",3.86,2.8,0.52,NA,4.039625,0,3.82,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,"U.S. dollars per bushel"
2003-12-25,"Corn","Single contract","CBOT",2003,2.210586,2.2,"12/11/2003",2.6,1.98,0.28,NA,2.490586,0.109414,2.48,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,"U.S. dollars per bushel"
2003-12-25,"Soybeans","Single contract","CBOT",2003,7.069491,7.25,"12/11/2003",5.8,5,0.44,NA,7.509491,0,7.69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.34,"U.S. dollars per bushel"
2003-12-25,"Wheat","Single contract","CBOT",2003,3.41638,3.3,"12/11/2003",3.86,2.8,0.52,NA,3.93638,0,3.82,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,"U.S. dollars per bushel"
2004-01-01,"Corn","Single contract","CBOT",2003,2.268046,2.2,"12/11/2003",2.6,1.98,0.28,NA,2.548046,0.051954,2.48,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,"U.S. dollars per bushel"
2004-01-01,"Soybeans","Single contract","CBOT",2003,7.191036,7.25,"12/11/2003",5.8,5,0.44,NA,7.631036,0,7.69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.34,"U.S. dollars per bushel"
2004-01-01,"Wheat","Single contract","CBOT",2003,3.438318,3.3,"12/11/2003",3.86,2.8,0.52,NA,3.958318,0,3.82,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,"U.S. dollars per bushel"
2004-01-01,"Wheat","Single contract","CBOT",2004,3.73374,NA,NA,3.92,2.75,0.52,NA,4.25374,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,"U.S. dollars per bushel"
2004-01-08,"Corn","Single contract","CBOT",2003,2.303509,2.2,"12/11/2003",2.6,1.98,0.28,NA,2.583509,0.016491,2.48,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,"U.S. dollars per bushel"
